Year,Region,StatArea,Section,LocationCode,LocationName,SpawnNumber,Eastings,Northings,Longitude,Latitude,Method,SurfSI,MacroSI,UnderSI,Survey
1953,A27,27,273,1318,Winter Hrbr,1,858303.783647426,615124.8187075793,-128,50.5333,Surface,556.1879197596277,NA,NA,Surface
1953,A27,27,273,1318,Winter Hrbr,2,858303.783647426,615124.8187075793,-128,50.5333,Surface,232.0690331554484,NA,NA,Surface
1953,A27,27,273,1318,Winter Hrbr,3,858303.783647426,615124.8187075793,-128,50.5333,Surface,442.01043653915093,NA,NA,Surface
1953,A27,27,273,1318,Winter Hrbr,4,858303.783647426,615124.8187075793,-128,50.5333,Surface,509.89543807282797,NA,NA,Surface
1953,A27,27,273,1318,Winter Hrbr,5,858303.783647426,615124.8187075793,-128,50.5333,Surface,584.2195174365112,NA,NA,Surface
1953,A27,27,273,1319,Forward Inlt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,508.46583395849416,NA,NA,Surface
1953,A27,27,273,1319,Forward Inlt,2,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,508.46583395849416,NA,NA,Surface
1953,A27,27,273,1330,Greenwood Pt,1,856669.8939797691,612521.1493073602,-128.022,50.5095,Surface,678.3760587389861,NA,NA,Surface
1953,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,178.91068002555366,NA,NA,Surface
1953,A27,27,274,1325,Stephens Bay (Coal Hrbr),1,888561.3751782327,621230.6017853409,-127.575,50.595,Surface,149.3067545536995,NA,NA,Surface
1954,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,210.059158130722,NA,NA,Surface
1954,A27,27,272,1312,Klaskino Inlt,1,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,233.04724982321403,NA,NA,Surface
1954,A27,27,273,1318,Winter Hrbr,1,858303.783647426,615124.8187075793,-128,50.5333,Surface,310.6481483753049,NA,NA,Surface
1954,A27,27,273,1318,Winter Hrbr,2,858303.783647426,615124.8187075793,-128,50.5333,Surface,618.7462414043799,NA,NA,Surface
1954,A27,27,273,1318,Winter Hrbr,3,858303.783647426,615124.8187075793,-128,50.5333,Surface,465.8756880233752,NA,NA,Surface
1954,A27,27,273,1318,Winter Hrbr,4,858303.783647426,615124.8187075793,-128,50.5333,Surface,315.52639824101806,NA,NA,Surface
1954,A27,27,273,1319,Forward Inlt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,282.8848147914834,NA,NA,Surface
1954,A27,27,273,1326,Quashtin Cr,1,857684.7492225426,613293.957837695,-128.008,50.5167,Surface,46.83327904552488,NA,NA,Surface
1954,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,162.82159009519813,NA,NA,Surface
1955,A27,27,271,1322,Koprino Hrbr,1,868134.475073006,611594.3409180308,-127.86,50.504,Surface,61.35902027692056,NA,NA,Surface
1955,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,70.26688873704991,NA,NA,Surface
1955,A27,27,273,1318,Winter Hrbr,1,858303.783647426,615124.8187075793,-128,50.5333,Surface,126.77384942755249,NA,NA,Surface
1955,A27,27,273,1318,Winter Hrbr,2,858303.783647426,615124.8187075793,-128,50.5333,Surface,164.3497257575257,NA,NA,Surface
1955,A27,27,273,1318,Winter Hrbr,3,858303.783647426,615124.8187075793,-128,50.5333,Surface,25.350400446876527,NA,NA,Surface
1955,A27,27,273,1318,Winter Hrbr,4,858303.783647426,615124.8187075793,-128,50.5333,Surface,102.26006344085567,NA,NA,Surface
1955,A27,27,273,1326,Quashtin Cr,1,857684.7492225426,613293.957837695,-128.008,50.5167,Surface,24.513785986696806,NA,NA,Surface
1956,A27,27,273,1319,Forward Inlt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,1.4655700258350488,NA,NA,Surface
1957,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,154.46844005630095,NA,NA,Surface
1957,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,29.566224854526354,NA,NA,Surface
1958,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,38.61711001407524,NA,NA,Surface
1959,A27,27,273,1330,Greenwood Pt,1,856669.8939797691,612521.1493073602,-128.022,50.5095,Surface,60.46733876718546,NA,NA,Surface
1960,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,31.33112354942053,NA,NA,Surface
1960,A27,27,272,1311,Klaskish Inlt,2,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,120.12758105600666,NA,NA,Surface
1960,A27,27,273,1319,Forward Inlt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,20.192560208749892,NA,NA,Surface
1960,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,52.296076771619866,NA,NA,Surface
1961,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,27.865792732322994,NA,NA,Surface
1961,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,133.56136486620477,NA,NA,Surface
1961,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,7.558908466581673,NA,NA,Surface
1962,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,43.611874242026055,NA,NA,Surface
1962,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,7.731872136297341,NA,NA,Surface
1962,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,26.148038385809933,NA,NA,Surface
1962,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,24.129092092013984,NA,NA,Surface
1963,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,38.61711001407524,NA,NA,Surface
1963,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,347.55399012667715,NA,NA,Surface
1963,A27,27,274,1324,Holberg Nrws,1,872658.9382769797,622166.4751689313,-127.8,50.6,Surface,15.08480859924814,NA,NA,Surface
1963,A27,27,274,1325,Stephens Bay (Coal Hrbr),1,888561.3751782327,621230.6017853409,-127.575,50.595,Surface,6.040525106482297,NA,NA,Surface
1965,A27,27,271,1322,Koprino Hrbr,1,868134.475073006,611594.3409180308,-127.86,50.504,Surface,3.429544268211841,NA,NA,Surface
1965,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,13.840447781540133,NA,NA,Surface
1965,A27,27,272,1311,Klaskish Inlt,2,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,149.9953676027187,NA,NA,Surface
1965,A27,27,272,1311,Klaskish Inlt,3,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,831.165255656271,NA,NA,Surface
1965,A27,27,272,1311,Klaskish Inlt,4,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,120.12758105600666,NA,NA,Surface
1965,A27,27,272,1313,McDougal Is,1,873477.0346120787,581389.8855507922,-127.774,50.2339,Surface,12.322671217223885,NA,NA,Surface
1965,A27,27,272,1313,McDougal Is,2,873477.0346120787,581389.8855507922,-127.774,50.2339,Surface,18.45033832524232,NA,NA,Surface
1965,A27,27,272,1313,McDougal Is,3,873477.0346120787,581389.8855507922,-127.774,50.2339,Surface,12.322671217223885,NA,NA,Surface
1965,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,376.4589618264312,NA,NA,Surface
1965,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,31.302933368499755,NA,NA,Surface
1965,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,31.302933368499755,NA,NA,Surface
1965,A27,27,273,1320,Leeson Hrbr,4,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,27.574839317861933,NA,NA,Surface
1965,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,46.761090543966674,NA,NA,Surface
1965,A27,27,273,1321,Hazard Pt,2,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,632.667394308281,NA,NA,Surface
1965,A27,27,273,1321,Hazard Pt,3,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,119.69821000601853,NA,NA,Surface
1965,A27,27,273,1321,Hazard Pt,4,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,80.07836755654291,NA,NA,Surface
1965,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,9.044283492765842,NA,NA,Surface
1966,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,55.66597679168889,NA,NA,Surface
1966,A27,27,272,1312,Klaskino Inlt,1,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,13.303678901183744,NA,NA,Surface
1966,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,12.759701558261183,NA,NA,Surface
1967,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,30.773009542466202,NA,NA,Surface
1967,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,15.463744272594681,NA,NA,Surface
1968,A27,27,271,2271,Unknown Sec 271,1,870056.0013824762,611844.8255821515,-127.833,50.5067,Surface,68.1435535031657,NA,NA,Surface
1968,A27,27,273,1318,Winter Hrbr,1,858303.783647426,615124.8187075793,-128,50.5333,Surface,24.513785986696806,NA,NA,Surface
1968,A27,27,273,1318,Winter Hrbr,2,858303.783647426,615124.8187075793,-128,50.5333,Surface,49.02757197339361,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,239.92694467743408,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,2,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,149.9953676027187,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,3,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,62.29192561537699,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,4,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,212.69829359215757,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,5,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,75.16179251864898,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,6,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,265.58229555086336,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,7,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,239.92694467743408,NA,NA,Surface
1969,A27,27,272,1311,Klaskish Inlt,8,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,179.86315414943073,NA,NA,Surface
1969,A27,27,272,1312,Klaskino Inlt,1,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,23.06339581220009,NA,NA,Surface
1969,A27,27,272,1312,Klaskino Inlt,2,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,19.538590811423777,NA,NA,Surface
1969,A27,27,272,1312,Klaskino Inlt,3,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,38.794013640073295,NA,NA,Surface
1969,A27,27,272,1314,Anchorage Is,1,871195.1432423713,589817.7360967274,-127.809,50.3091,Surface,11.940778478191488,NA,NA,Surface
1969,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,13.074019192904967,NA,NA,Surface
1969,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,666.5594868727551,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,265.58229555086336,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,2,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,270.12294865872536,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,3,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,89.93157707471536,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,4,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,299.9907352054374,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,5,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,210.059158130722,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,6,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,105.029579065361,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,7,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,185.96572117347108,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,8,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,75.16179251864898,NA,NA,Surface
1970,A27,27,272,1311,Klaskish Inlt,9,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,60.06379052800333,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,1,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,46.722717157752506,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,2,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,114.81560089117002,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,3,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,77.58802728014659,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,4,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,51.81974084768914,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,5,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,137.37761853353965,NA,NA,Surface
1970,A27,27,272,1312,Klaskino Inlt,6,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,91.75220507896994,NA,NA,Surface
1970,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,1.5632746942240525,NA,NA,Surface
1970,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,201.82154408637996,NA,NA,Surface
1970,A27,27,274,1331,Hathaway Cr,1,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,44.084106409174204,NA,NA,Surface
1970,A27,27,274,1331,Hathaway Cr,2,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,104.26386940792038,NA,NA,Surface
1971,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,104.41720807317809,NA,NA,Surface
1971,A27,27,274,1331,Hathaway Cr,1,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,29.443034572550655,NA,NA,Surface
1971,A27,27,274,1331,Hathaway Cr,2,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,73.52714098172486,NA,NA,Surface
1971,A27,27,274,1331,Hathaway Cr,3,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,61.07051530919313,NA,NA,Surface
1971,A27,27,274,1331,Hathaway Cr,4,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,21.542843217079636,NA,NA,Surface
1972,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,26.148038385809933,NA,NA,Surface
1972,A27,27,274,1331,Hathaway Cr,1,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,130.187399779835,NA,NA,Surface
1972,A27,27,274,1331,Hathaway Cr,2,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,20.42815498891401,NA,NA,Surface
1972,A27,27,274,1331,Hathaway Cr,3,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,29.443034572550655,NA,NA,Surface
1972,A27,27,274,1331,Hathaway Cr,4,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,44.084106409174204,NA,NA,Surface
1973,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,424.815444305648,NA,NA,Surface
1973,A27,27,272,1311,Klaskish Inlt,2,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,120.12758105600666,NA,NA,Surface
1973,A27,27,272,1311,Klaskish Inlt,3,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,106.34914679607878,NA,NA,Surface
1973,A27,27,272,1311,Klaskish Inlt,4,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,4.595044084109545,NA,NA,Surface
1973,A27,27,272,1312,Klaskino Inlt,1,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,51.81974084768914,NA,NA,Surface
1973,A27,27,272,1312,Klaskino Inlt,2,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,91.75220507896994,NA,NA,Surface
1973,A27,27,272,1312,Klaskino Inlt,3,876012.0946763782,588728.5490517223,-127.741,50.3004,Surface,13.02572720761585,NA,NA,Surface
1973,A27,27,272,1314,Anchorage Is,1,871195.1432423713,589817.7360967274,-127.809,50.3091,Surface,310.6352771033606,NA,NA,Surface
1973,A27,27,272,2272,Unknown Sec 272,1,874401.2445988201,581255.5074693665,-127.761,50.2329,Surface,83.979101385083,NA,NA,Surface
1973,A27,27,272,2272,Unknown Sec 272,2,874401.2445988201,581255.5074693665,-127.761,50.2329,Surface,465.81133166365385,NA,NA,Surface
1973,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,52.208604036589044,NA,NA,Surface
1973,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,99.91099529711975,NA,NA,Surface
1973,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,37.687084252864835,NA,NA,Surface
1973,A27,27,273,1320,Leeson Hrbr,4,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,37.687084252864835,NA,NA,Surface
1973,A27,27,273,1320,Leeson Hrbr,5,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,8.68420252959381,NA,NA,Surface
1973,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,115.41669552439856,NA,NA,Surface
1973,A27,27,273,1321,Hazard Pt,2,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,172.80969712396285,NA,NA,Surface
1973,A27,27,273,1321,Hazard Pt,3,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,204.35718403952393,NA,NA,Surface
1973,A27,27,274,1331,Hathaway Cr,1,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,117.61124739089905,NA,NA,Surface
1973,A27,27,274,1331,Hathaway Cr,2,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,58.88606914510131,NA,NA,Surface
1975,A27,27,273,1318,Winter Hrbr,1,858303.783647426,615124.8187075793,-128,50.5333,Surface,53.14302509524783,NA,NA,Surface
1975,A27,27,273,1318,Winter Hrbr,2,858303.783647426,615124.8187075793,-128,50.5333,Surface,20.487799237056823,NA,NA,Surface
1975,A27,27,273,1318,Winter Hrbr,3,858303.783647426,615124.8187075793,-128,50.5333,Surface,125.11664328950445,NA,NA,Surface
1975,A27,27,273,1318,Winter Hrbr,4,858303.783647426,615124.8187075793,-128,50.5333,Surface,211.79677984320043,NA,NA,Surface
1975,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,75.37416850572967,NA,NA,Surface
1975,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,188.2294809132156,NA,NA,Surface
1975,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,333.27974343637754,NA,NA,Surface
1975,A27,27,273,1320,Leeson Hrbr,4,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,83.5022551935782,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,144.1131963241807,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,2,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,102.17859201976196,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,3,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,57.70834776219928,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,4,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,93.65781030258572,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,5,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,50.81011952895267,NA,NA,Surface
1975,A27,27,273,1321,Hazard Pt,6,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,66.78068243310238,NA,NA,Surface
1976,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,15.746081509703062,NA,NA,Surface
1976,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,21.853652519527277,NA,NA,Surface
1976,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,4.389816663311157,NA,NA,Surface
1976,A27,27,273,1320,Leeson Hrbr,4,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,2.1949083316555784,NA,NA,Surface
1976,A27,27,273,1320,Leeson Hrbr,5,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,108.32462468309782,NA,NA,Surface
1976,A27,27,274,1331,Hathaway Cr,1,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,30.642232483371014,NA,NA,Surface
1976,A27,27,274,1331,Hathaway Cr,2,876801.381912032,620815.7497123295,-127.741,50.5888,Surface,27.28724352533769,NA,NA,Surface
1977,A27,27,271,1534,Ildstad Is,1,879518.2239067019,613089.4458577583,-127.7,50.52,Surface,13.643621762668845,NA,NA,Surface
1977,A27,27,273,1320,Leeson Hrbr,1,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,17.46383585621612,NA,NA,Surface
1977,A27,27,273,1320,Leeson Hrbr,2,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,75.37416850572967,NA,NA,Surface
1977,A27,27,273,1320,Leeson Hrbr,3,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,11.576682870740278,NA,NA,Surface
1977,A27,27,273,1320,Leeson Hrbr,4,856186.5910414621,612980.3728940665,-128.029,50.5135,Surface,19.30855500703762,NA,NA,Surface
1977,A27,27,273,1321,Hazard Pt,1,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,80.07836755654291,NA,NA,Surface
1977,A27,27,273,1321,Hazard Pt,2,855860.0081201126,611486.5540957075,-128.033,50.5,Surface,26.74149865483094,NA,NA,Surface
1977,A27,27,273,1328,Browning Inlt,1,853155.8207504539,611197.514695146,-128.071,50.4967,Surface,12.081050212964595,NA,NA,Surface
1977,A27,27,273,1330,Greenwood Pt,1,856669.8939797691,612521.1493073602,-128.022,50.5095,Surface,22.325516726887244,NA,NA,Surface
1977,A27,27,273,1330,Greenwood Pt,2,856669.8939797691,612521.1493073602,-128.022,50.5095,Surface,134.9163075180084,NA,NA,Surface
1977,A27,27,273,1330,Greenwood Pt,3,856669.8939797691,612521.1493073602,-128.022,50.5095,Surface,174.06464613853058,NA,NA,Surface
1977,A27,27,274,1323,Apple Bay,1,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,3.003758386283547,NA,NA,Surface
1977,A27,27,274,1323,Apple Bay,2,882858.8648229304,622540.997160079,-127.656,50.6056,Surface,4.522141746382921,NA,NA,Surface
1977,A27,27,274,1325,Stephens Bay (Coal Hrbr),1,888561.3751782327,621230.6017853409,-127.575,50.595,Surface,13.643621762668845,NA,NA,Surface
1977,A27,27,274,1325,Stephens Bay (Coal Hrbr),2,888561.3751782327,621230.6017853409,-127.575,50.595,Surface,29.443034572550655,NA,NA,Surface
1978,A27,27,272,1311,Klaskish Inlt,1,876452.0676760996,583419.7283536963,-127.733,50.2528,Surface,65.8010253804308,NA,NA,Surface
